horizon_snapshots,horizon_ticks,feature,raw_beta,raw_t,raw_p,raw_r2,time_day_control_beta,time_day_control_t,time_day_control_p,time_day_control_r2,drift_adjusted_beta,drift_adjusted_t,drift_adjusted_p,drift_adjusted_r2,same_sign_all_3_days,min_abs_day_t,day_betas_drift_adjusted,day_t_drift_adjusted
1,100,top_imbalance,5.523832265588796,64.22841310264063,0.0,0.15378933285693075,5.5238550489847675,64.22427852118462,0.0,0.1538571016392032,5.523831020756509,64.22855788355042,0.0,0.1537896490866163,True,36.60786510841498,"4.97521,5.46242,6.13805","36.608,37.366,38.210"
1,100,micro_minus_mid,0.5820981623951957,57.510638776327134,0.0,0.10208718005063022,0.5821075948930099,57.5193511019868,0.0,0.10215706898611854,0.5820983358653623,57.51089597979859,0.0,0.10208749682563623,True,31.81495452194012,"0.556647,0.57777,0.604841","31.815,33.426,34.722"
1,100,depth_trend_minus_mid,0.9130572508143486,79.32809288069002,0.0,0.4561990293543047,0.9147550220712802,81.90488142179622,0.0,0.457047526919406,0.9130579123114055,79.32710811876805,0.0,0.45619970295305545,True,36.29205834740069,"0.89851,0.905773,0.930848","36.292,47.646,55.740"
1,100,all_depth_imbalance,3.314082422733692,51.62975702719528,0.0,0.13954997956772186,3.314429105556265,51.6366278217006,0.0,0.13956477014847335,3.3140863235837514,51.62978699032633,0.0,0.1395503119311846,True,28.08217805657028,"3.17744,3.3607,3.40588","31.122,30.736,28.082"
1,100,bid_pressure,1.9426674074287438,53.21398140467736,0.0,0.13358971146967702,1.9428610117992002,53.21017012993572,0.0,0.1336764032544151,1.9426663455116537,53.213300644324875,0.0,0.1335899003264337,True,28.66876975085624,"1.76032,1.9193,2.14952","31.122,28.669,33.511"
1,100,log_top_pressure,2.7821284016624,63.530945157517316,0.0,0.151136869380461,2.7821513416872983,63.5275889273861,0.0,0.15120583381105746,2.782127898891124,63.53108956346472,0.0,0.15113719365016964,True,36.061187367725516,"2.50146,2.74711,3.10088","36.061,37.079,37.880"
1,100,inv_liquidity_pressure,37.97688062100636,70.65714017010369,0.0,0.1747295271003183,37.97703920439173,70.64461291569208,0.0,0.17479676770448915,37.97686783584742,70.65746861768812,0.0,0.1747298474935437,True,41.17396914214178,"34.4852,37.4871,42.0185","42.003,41.174,41.221"
1,100,pressure_combo,3.5784517000532823,66.86862287382694,0.0,0.1630887200678599,3.5784727234972733,66.86136699039966,0.0,0.16315698962024716,3.578450861765494,66.86883309992187,0.0,0.1630890525153853,True,38.464189221664284,"3.22989,3.53437,3.97581","38.464,39.037,39.619"
1,100,extreme_imbalance,12.891332099261232,60.29185067369623,0.0,0.14073127455232426,12.89150639971248,60.29277123024419,0.0,0.14080095963409933,12.891323771639627,60.292118764722424,0.0,0.1407314455396701,True,33.78334669594847,"11.5522,12.6414,14.515","33.783,35.801,36.376"
1,100,ask_weakness,31.74756362725125,41.24369798688738,0.0,0.05764562685213159,31.748878642642985,41.24756716474364,0.0,0.05769501501970553,31.74756260175971,41.243819402720476,0.0,0.05764576045772074,True,22.775009180847313,"29.8613,29.8916,35.5091","25.226,22.775,23.974"
1,100,bid_weakness,-33.26411148969195,-42.17704650553737,0.0,0.06449207987539174,-33.266879792843426,-42.17299824996074,0.0,0.06452123644394503,-33.26409619135967,-42.17703599964994,0.0,0.06449199793368499,True,23.721743583534987,"-28.7658,-33.9665,-37.0583","-23.722,-25.747,-24.181"
1,100,bid_ladder_gap,-0.6427594097160187,-38.52196628127561,0.0,0.07323985890022122,-0.6580366538429192,-38.809420673720446,0.0,0.0743936648783442,-0.6426818177575635,-38.51683589479763,0.0,0.07322261371884586,True,21.23373532929198,"-0.696193,-0.656312,-0.632135","-27.246,-22.308,-21.234"
1,100,ask_ladder_gap,0.638856957327541,42.58122182067849,0.0,0.0843493536350507,0.6561850705722454,42.87277129168547,0.0,0.08653779428069108,0.638920307281688,42.58582672279181,0.0,0.08436605343858439,True,23.508534176935623,"0.680034,0.633526,0.652453","27.101,23.509,24.837"
1,100,wall_ratio_asym,0.4581846295321184,45.81264058081043,0.0,0.0702899173937227,0.4582029168318515,45.80184281469737,0.0,0.07036120081869812,0.45818568324767156,45.81267177606318,0.0,0.07029041690954418,True,25.234956864215963,"0.403188,0.445621,0.525485","25.235,26.471,27.931"
1,100,ret_1,-0.4992992168987116,-101.64066090780639,0.0,0.24927986769178612,-0.4992993228933251,-101.6410608887086,0.0,0.24927993392892545,-0.4992991941564472,-101.64045647082101,0.0,0.24927984700649664,True,58.50599176120262,"-0.49821,-0.489357,-0.508649","-58.596,-61.073,-58.506"
1,100,ret_2,-0.4931069430591502,-92.4369735333879,0.0,0.2434943583557465,-0.49310698348922566,-92.43771664465399,0.0,0.24349442542888688,-0.4931068529121283,-92.43662250894674,0.0,0.24349427677908364,True,50.52728229788963,"-0.504022,-0.490774,-0.486775","-55.919,-56.410,-50.527"
1,100,ret_3,-0.49916709773521367,-85.09130103210875,0.0,0.252567040300405,-0.49916705716231563,-85.09155733096715,0.0,0.2525670773333729,-0.49916707201634325,-85.09095301848805,0.0,0.2525670164532361,True,48.14510411338083,"-0.508732,-0.487911,-0.501734","-50.452,-51.075,-48.145"
1,100,ret_5,-0.49682193485055914,-74.62654637244204,0.0,0.25158520953206764,-0.49682212193919717,-74.62620173207095,0.0,0.2515855093401971,-0.4968218457967659,-74.62639449916817,0.0,0.251585124435703,True,41.84134916800224,"-0.505196,-0.497179,-0.490275","-43.894,-45.099,-41.841"
1,100,ret_10,-0.4949695190590505,-69.08851383829844,0.0,0.24679970375974225,-0.49496963827708657,-69.08830948664293,0.0,0.24680013286073088,-0.4949695024229832,-69.08862690380799,0.0,0.24679970874538582,True,39.85251809642568,"-0.498197,-0.489991,-0.496839","-40.123,-40.685,-39.853"
1,100,ret_20,-0.4954123523823147,-69.81518538264795,0.0,0.247329020141968,-0.4954126010988993,-69.81583293245734,0.0,0.24732921527114948,-0.4954123359168024,-69.81509274702869,0.0,0.2473290111644647,True,39.522403483168894,"-0.500395,-0.492729,-0.494056","-40.570,-42.204,-39.522"
1,100,ret_50,-0.49866732599110486,-68.99797515589476,0.0,0.2504089526627641,-0.4986676092020584,-68.99878979482521,0.0,0.2504091387848717,-0.4986672952483829,-68.99786526591998,0.0,0.2504089220976011,True,39.31092452103316,"-0.500047,-0.496056,-0.499864","-40.698,-40.872,-39.311"
1,100,ret_100,-0.4911843573771923,-68.70386552528856,0.0,0.24235063019587078,-0.491187661333314,-68.70409107054527,0.0,0.24235233401649314,-0.4911842742782338,-68.70366487930848,0.0,0.24235054546803947,True,39.010887175916984,"-0.494257,-0.490752,-0.489302","-39.267,-41.859,-39.011"
1,100,ret_200,-0.4996682849345032,-69.71096525954458,0.0,0.25226378450079734,-0.49967493819203945,-69.70620544905863,0.0,0.2522686959359932,-0.49966821560942837,-69.7109745479382,0.0,0.2522637484737714,True,39.83457889832176,"-0.505411,-0.497495,-0.497257","-40.145,-41.868,-39.835"
