horizon_snapshots,horizon_ticks,feature,raw_beta,raw_t,raw_p,raw_r2,residual_beta_after_ret5_strategy,residual_t_after_ret5_strategy,residual_p_after_ret5_strategy,residual_r2_after_ret5_strategy,same_sign_all_3_days,min_abs_day_t,day_betas,day_t
1,100,source_day,-0.00047615663827804694,-0.04295632695922479,0.9657363477323783,1.0905904734848093e-08,0.0070726736515045645,0.39684123261195625,0.6914845427562931,0.11757083655507816,False,,,
1,100,spread,-0.030740442978500596,-2.825609945275883,0.004719068986446334,0.0007091231392686304,-0.021351025738171457,-2.608392485716986,0.009096858356762369,0.11790879380601293,True,1.2226238506925247,"-0.0239248,-0.0226001,-0.044874","-1.240,-1.223,-2.397"
1,100,microprice,-0.009142887653828187,-2.92234216994972,0.003474096459698115,0.0002230930517878038,0.0010659935783839062,0.34915053235221744,0.726976301421247,0.11757007819642051,True,1.202038083972849,"-0.01514,-0.00891431,-0.00713648","-2.687,-1.202,-1.449"
1,100,top_imbalance,4.841355552358644,64.97595303927247,0.0,0.14515547725987765,3.7024921563591766,31.944268351351486,6.489327292273306e-224,0.14968825679095799,True,35.80473694010379,"4.7101,4.98991,4.8254","35.805,40.683,36.382"
1,100,depth_vwap,-0.16428681566225,-40.31604863484616,0.0,0.07085357312379859,0.013132462840239369,4.746093835329956,2.0738253351123e-06,0.11815184870633788,True,21.542424157959974,"-0.178572,-0.215489,-0.144494","-25.055,-25.656,-21.542"
1,100,depth_vwap_trend,-0.0014745699320305688,-0.7253780270339135,0.46822014931079803,3.079723796872713e-06,0.0027100428287075134,0.8350665107024734,0.40368026120805567,0.1175834161293915,True,0.19181446597872173,"-0.00180811,-0.00320226,-0.000618257","-0.489,-0.650,-0.192"
1,100,depth_vwap_live_trend,-0.0029014213320303454,-1.4094279756048145,0.15870865668366751,1.1868276601489924e-05,-0.01549539867840192,-4.748481683572817,2.049494452568673e-06,0.1180979114038726,True,0.6897918838520786,"-0.00318352,-0.00497331,-0.00225524","-0.843,-1.033,-0.690"
1,100,day_mid_mean,-0.0005893098996294501,-0.09567490049337421,0.9237787759373076,5.433535754661989e-08,0.005668978454270524,0.5730952447308102,0.56658020679125,0.11757495474728008,False,0.022551283449039682,-3.50962e-08,-0.023
1,100,day_mid_std,0.002713958416534976,0.15345896361148553,0.8780363492325645,1.3758022265886183e-07,-0.01286580022410785,-0.4534713982434453,0.6502093343068913,0.11757192380543002,False,,,
1,100,rolling_mid_mean,-0.00521592685050111,-2.577198279757331,0.00996047964424652,3.890202298406642e-05,-0.008810595909219282,-2.715784750052786,0.006611889044272711,0.11774166195548674,True,1.2048677506379222,"-0.00563304,-0.00974855,-0.00384851","-1.529,-2.025,-1.205"
1,100,rolling_mid_std,-0.007511783174636472,-0.30862999844066935,0.7576029986901216,7.076164590946732e-07,-0.011722549915611431,-0.32898306484766177,0.7421684885104595,0.11756975089186206,False,0.01371568601747309,"-0.00058246,0.00170946,-0.0235096","-0.014,0.041,-0.550"
1,100,micro_minus_mid,0.5358607826910806,54.52650605654703,0.0,0.1038207687818673,0.24200965410283307,16.290799196870815,1.1472023401567177e-59,0.12657148959179476,True,30.374368298304592,"0.525394,0.562928,0.519794","30.374,33.232,30.911"
1,100,depth_minus_mid,0.10181493649296568,16.18710142460724,6.218989466483207e-59,0.00707149826851361,0.07914208248465401,13.876444059641374,8.800271696364953e-44,0.12381129722535444,True,7.9974236154349745,"0.0863389,0.109994,0.109309","7.997,10.209,9.849"
1,100,depth_trend_minus_mid,0.5841078446963675,72.23834308109913,0.0,0.2900934532997824,0.00028101589885009236,0.0313452539480046,0.9749942006910777,0.11756708330459309,True,39.45842098630486,"0.582568,0.611916,0.560135","41.365,45.494,39.458"
1,100,all_depth_imbalance,3.963676879209731,59.41824507876031,0.0,0.16480347758484293,-0.11456647485026661,-1.8548367847379403,0.06361953739380966,0.11767605126781389,True,33.50636742530798,"4.07431,3.94189,3.87061","35.187,34.248,33.506"
1,100,lvl2_imbalance,0.2848652441624586,8.490134973349502,2.0639724712219186e-17,0.003435415325438562,-0.05361984161919836,-1.908347245590724,0.05634635039414702,0.11967133656547746,True,3.5437140404265492,"0.353221,0.202939,0.298134","6.034,3.544,5.100"
1,100,lvl3_imbalance,-3.8051485728562904,-48.5341807887197,0.0,0.6115548000858556,-2.841138112010496,-7.947620501402251,1.9012803533724947e-15,0.6626125844178423,False,27.416635110741268,"-3.67751,-3.89084","-28.256,-27.417"
1,100,bid_pressure,1.0382176221616617,26.774691192729552,6.3710349588449415e-158,0.09312292138729017,0.5300365887094375,16.871663373419366,7.271945758950761e-64,0.13320558308030206,True,15.274502211768715,"0.936325,1.10322,1.08995","15.277,15.275,16.075"
1,100,log_top_pressure,2.3601664140129097,64.96047485899786,0.0,0.14353844493976997,1.764007124347637,31.714711147956407,9.740478082331586e-221,0.14909949235180575,True,35.80886352646084,"2.2938,2.44131,2.34628","35.809,40.799,36.273"
1,100,inv_liquidity_pressure,25.67958078175195,62.044536805230926,0.0,0.14352351442396305,18.401853603210878,34.682917206901564,1.4256648236666029e-263,0.15516599839689815,True,33.11920747681856,"24.6662,26.0651,26.3722","35.005,40.100,33.119"
1,100,pressure_combo,2.67013533355584,62.96542862196821,0.0,0.14471266567023866,1.966598878058382,33.10529241155219,2.493867224518207e-240,0.15231933322497904,True,34.566028333692685,"2.57018,2.74304,2.7005","34.846,40.231,34.566"
1,100,extreme_imbalance,8.878614439601844,60.34507670010744,0.0,0.13143292504809434,5.862330551540465,30.110912973150164,3.4872537511592877e-199,0.14659409676243818,True,32.52857349336813,"8.5658,9.1548,8.92354","33.809,38.817,32.529"
1,100,ask_weakness,23.012224832056024,38.170938075155895,0.0,0.055424056365863894,10.964863731813661,20.183524850172077,1.3664591066814127e-90,0.1301507842421179,True,20.647577744071437,"21.8705,23.313,24.0354","21.110,25.070,20.648"
1,100,bid_weakness,-21.1889607871743,-36.029277408375975,2.9120550366011624e-284,0.04971943266251522,-9.39641152532364,-17.427379560873234,5.113619039630846e-68,0.12729962055537758,True,18.20359717913786,"-21.0492,-22.0549,-20.4704","-21.339,-23.621,-18.204"
1,100,bid_strength,0.12266594268614388,33.21880471604756,5.762016355469639e-242,0.03822644248932272,0.03147592609335633,8.47539238409278,2.3428850643177192e-17,0.11992574602636497,True,18.123304407360216,"0.121378,0.126822,0.119952","18.123,19.710,19.755"
1,100,ask_strength,-0.1357850960430816,-34.33652719815397,2.237941605190425e-258,0.045818435494829,-0.04277416684453678,-11.295711744128843,1.3778327597501666e-29,0.12189382719992914,True,19.561851252055508,"-0.13337,-0.139946,-0.134068","-19.888,-19.997,-19.562"
1,100,bid_ladder_gap,-0.7204651318271238,-43.09295651218194,0.0,0.07821492065474434,-0.46393562390954884,-27.080457848778106,1.6730338065152958e-161,0.14468017408456713,True,22.716139420913173,"-0.720202,-0.715913,-0.725711","-22.716,-26.222,-26.077"
1,100,ask_ladder_gap,0.6533890514713486,47.4117919929103,0.0,0.08947855134269711,0.45086029216307727,30.465363281169957,7.498648050636065e-204,0.14809790239795262,True,25.859814190352257,"0.669793,0.62812,0.662592","25.860,26.448,29.927"
1,100,book_gap_asym,0.2401644394164239,27.488514480772803,2.408568465612883e-166,0.027086901883284997,0.2927850631561298,34.66302146632473,2.8435563691749987e-263,0.15748782414377516,True,13.748169853504907,"0.21825,0.249261,0.252181","13.748,17.011,16.935"
1,100,bid_wall_ratio,0.05020747811405551,24.383781210954975,2.541792837626306e-131,0.019251266523377608,0.005940239830651356,2.9862061024158324,0.002824622014109721,0.1178513503015326,True,13.130671660540987,"0.0484464,0.0544723,0.0477566","13.131,14.959,14.142"
1,100,ask_wall_ratio,-0.056596679720611144,-25.739649805737486,4.209356785131237e-146,0.024278900886817056,-0.009677410787546123,-4.8167971704929196,1.458808412184413e-06,0.11832508834211652,True,14.486527785569246,"-0.054799,-0.0597342,-0.0552644","-14.573,-15.501,-14.487"
1,100,wall_ratio_asym,0.37924833005958763,36.99700478381222,1.2794160455161149e-299,0.047205464690607046,0.08572749591376957,7.350860542570221,1.969348090009239e-13,0.11930257038341718,True,19.81809419591648,"0.355706,0.406822,0.375311","19.818,23.012,21.276"
1,100,ret_1,-0.49462792029302644,-102.890642489068,0.0,0.24512827243222868,0.06943197075427161,8.162263858058676,3.288029593287717e-16,0.11999335816126988,True,57.78949852103605,"-0.499812,-0.496325,-0.487542","-57.789,-60.761,-60.095"
1,100,ret_2,-0.49174358287774683,-93.88780469427947,0.0,0.24416105376579067,-0.0917747767058194,-15.042819436825583,3.8480554187350235e-51,0.12488147044046338,True,52.95716621428841,"-0.488156,-0.496832,-0.490323","-52.957,-54.012,-55.707"
1,100,ret_3,-0.48918163957006516,-83.76023730632795,0.0,0.24342606152787027,-0.09083199344615298,-14.81033963112775,1.2560407027015044e-49,0.12487009857220288,True,47.64276623903566,"-0.483234,-0.494621,-0.489934","-47.643,-48.708,-48.744"
1,100,ret_5,-0.4827282509297199,-73.92645795566129,0.0,0.24073464582802884,-0.05017360718919888,-7.751145064936641,9.106757838680629e-15,0.11941311462672421,True,42.176810767295876,"-0.488923,-0.484816,-0.474285","-42.177,-42.877,-43.112"
1,100,ret_10,-0.4687398435389186,-68.80838900695744,0.0,0.23539547243006087,-0.07923779943263795,-13.222166304931486,6.535418445599668e-40,0.12393836808354497,True,38.727006138934335,"-0.469082,-0.475219,-0.462019","-38.727,-40.781,-39.792"
1,100,ret_20,-0.4367768020752364,-66.42288655366298,0.0,0.21507958029431395,-0.0553791638116015,-9.617967915589205,6.714448859662283e-22,0.12057790148715775,True,37.43034073560136,"-0.442207,-0.446217,-0.421767","-38.098,-39.641,-37.430"
1,100,ret_50,-0.37664113820497613,-60.20072988849524,0.0,0.18438055273299092,-0.0171756248858425,-3.284822604281018,0.0010204659974519805,0.11792933602982847,True,34.42252682343601,"-0.380072,-0.383698,-0.366587","-34.423,-34.729,-35.271"
1,100,ret_100,-0.31096911479844325,-54.33974390038867,0.0,0.15488284118666018,0.010123795019619684,2.2081061887106217,0.02723687170502929,0.11744262980749531,True,30.27681722083669,"-0.310521,-0.323215,-0.300396","-31.285,-32.926,-30.277"
1,100,vol_10,0.005234072249884036,0.5574572402493598,0.5772150662642503,3.0786700416784996e-06,0.009997607593434672,0.823483410903105,0.4102331470756857,0.11760529630937966,False,0.04822259303198425,"-0.000788925,0.00564656,0.0110343","-0.048,0.345,0.687"
1,100,vol_20,0.004135476818003683,0.3570278000926426,0.7210709939681514,1.0090783653105007e-06,0.009352020912888954,0.5508159855493671,0.5817598247488389,0.11760241270304905,True,0.13237111098115714,"0.00268084,0.00475932,0.00492447","0.132,0.240,0.245"
1,100,vol_50,0.0059542027236668595,0.3520504208037614,0.7248004495251648,8.46439684010214e-07,0.011794820748385344,0.4568056198474963,0.6478107660518695,0.11756289479564519,True,0.08906417009142582,"0.0130587,0.00250696,0.00299089","0.423,0.089,0.103"
1,100,vol_100,0.00912011837827119,0.40371873014531906,0.6864195646470981,1.0140325281682294e-06,0.008921237791633306,0.24992413162344795,0.8026460209550887,0.11759340160091991,True,0.03662230405780477,"0.00153188,0.0141798,0.0105948","0.037,0.379,0.276"
1,100,vol_ratio_20_100,0.008449444377545842,0.29286741120558796,0.7696234992865332,6.468932532976979e-07,0.015981309714911067,0.3725370244040688,0.7094930510167132,0.11759550309889377,True,0.0015124916634749875,"0.0173339,7.31814e-05,0.00895842","0.334,0.002,0.180"
1,100,vol_ratio_10_50,0.013832235972099304,0.6031359334779021,0.5464182634866324,3.4460749968046045e-06,0.02432725576379778,0.7924848538673404,0.42807801979701776,0.11757435274458838,False,0.06739573010957155,"-0.00274699,0.011398,0.0325441","-0.067,0.286,0.844"
1,100,rolling_z_30,-2.2735149189357062,-104.36816989810184,0.0,0.3871361402131267,-0.8653334627435967,-22.48411472696897,5.937297565189717e-112,0.13647039180765608,True,59.17100546079201,"-2.30452,-2.29376,-2.22271","-59.171,-61.360,-60.567"
1,100,rolling_z_60,-2.181936448476269,-102.51132930624104,0.0,0.3745822427072435,-0.6014014437885875,-15.452806854318395,7.222840823018113e-54,0.12653072369092044,True,58.52154996016877,"-2.21782,-2.19617,-2.13277","-58.522,-59.712,-59.562"
1,100,rolling_z_120,-1.9978029840284461,-89.88483699594208,0.0,0.33381879377409596,-0.20879152781776028,-6.151289061297844,7.685569552768456e-10,0.11888711331771529,True,50.55270487923739,"-2.02024,-2.03971,-1.9354","-51.653,-53.785,-50.553"
1,100,rolling_z_240,-1.7329479093365643,-73.71738250113295,0.0,0.2727457047213452,-0.0010233704074452989,-0.040352068737961426,0.9678124427044803,0.11761613434078111,True,40.85994228270927,"-1.77612,-1.75297,-1.67297","-42.308,-45.012,-40.860"
1,100,depth_slope_5,-0.07153983362807292,-1.6137709412496528,0.10657711978079813,1.925477790243324e-05,0.6515126756133311,3.8808748814397585,0.0001040813787827287,0.11994877373578272,True,0.5704339443347112,"-0.105634,-0.0663542,-0.0406842","-1.415,-1.257,-0.570"
1,100,micro_slope_5,-0.043865254585171196,-3.916874976483343,8.970424014691298e-05,0.0007828126973562499,-0.10947265911151809,-11.283680510724016,1.5799454972053713e-29,0.12282149123555308,True,0.4274537019236535,"-0.0541344,-0.00837963,-0.0670797","-2.623,-0.427,-3.716"
1,100,depth_slope_10,-0.016567928283775006,-0.3215870897571805,0.7477655255863053,1.947087312714757e-06,0.7089570961043008,7.6650997556691,1.7869226173158267e-14,0.12207523958618571,False,0.22153416089223502,"-0.124247,-0.0119237,0.0599295","-1.736,-0.222,0.636"
1,100,micro_slope_10,-0.03221611953620573,-3.044452085174643,0.002331045588720769,0.000483949286988139,-0.07295234339142011,-7.82783443148423,4.963449808874234e-15,0.1202804151248269,True,1.058984920564025,"-0.0196009,-0.0255766,-0.0496369","-1.059,-1.423,-2.697"
1,100,depth_slope_25,-0.005444852486791755,-0.38417225028173485,0.7008507842256155,8.34164094243306e-07,0.31905047892656463,12.83458411370207,1.0496510871288895e-37,0.12194759481277817,True,0.14104418620333647,"-0.00851049,-0.00431836,-0.00333922","-0.362,-0.161,-0.141"
1,100,micro_slope_25,-0.025537610957820853,-3.072587988351846,0.0021221126116373517,0.0004041311116863566,-0.016801961172493676,-2.243700778738009,0.024851659981596948,0.11567098372667828,True,1.5731221942313602,"-0.0280939,-0.0225521,-0.0259023","-1.924,-1.573,-1.818"
1,100,depth_slope_50,-0.001377885326788584,-0.18393609155668014,0.854063590856891,1.892259533509133e-07,0.13899332989995056,11.562004048629774,6.419292760236131e-31,0.12056130659385245,False,0.04996073260394959,"-0.00210536,-0.00293256,0.000613527","-0.166,-0.205,0.050"
1,100,micro_slope_50,-0.022545068170209473,-3.305153167462137,0.0009492450899525152,0.00044088150985965857,0.021207077305287404,3.35122803514215,0.0008045402187079698,0.11800392120387637,True,1.29111976570942,"-0.014964,-0.0160534,-0.0355307","-1.306,-1.291,-3.066"
1,100,depth_slope_100,-0.0009431293941918924,-0.22228430664967636,0.8240925680086817,2.865779091809628e-07,0.05128299301509742,7.6141616360011986,2.6540849377150813e-14,0.11870339038058764,False,0.12199847931817044,"-0.00202226,-0.00186634,0.000846171","-0.277,-0.235,0.122"
1,100,micro_slope_100,-0.017780426453646227,-3.438418599988632,0.0005851224240555716,0.00041700421895884965,0.04242370375917941,8.663263412491546,4.584474193663766e-18,0.11869284966866167,True,1.7336553756519493,"-0.0172164,-0.0163022,-0.0195931","-1.906,-1.734,-2.301"
1,100,time_frac,0.006370141045356925,0.2005737495550941,0.8410318857473993,2.439553897781721e-07,-0.016483217676324997,-0.325179820327006,0.7450449805150499,0.11756962243605962,True,0.04107087188616813,"0.00228059,0.0056419,0.0111861","0.041,0.105,0.201"
1,100,trade_vwap_minus_mid,0.011855360308589373,1.3219179507856618,0.18619547422503913,2.7454149313710374e-05,0.012305697961016828,1.448259176622887,0.1475445801509959,0.11761745700368331,False,0.6545876206217159,"0.0117759,0.0337378,-0.0106554","0.784,2.215,-0.655"
1,100,trade_qty_5,0.00034360245535951315,0.07758016084195744,0.9381620241642021,5.645025291656225e-08,0.0025704660232628773,0.44519699276357505,0.6561773997846334,0.11757208663494711,False,0.03412405730512117,"0.000261333,0.00544333,-0.00515376","0.034,0.777,-0.613"
