horizon_snapshots,horizon_ticks,feature,raw_beta,raw_t,raw_p,raw_r2,time_day_control_beta,time_day_control_t,time_day_control_p,time_day_control_r2,drift_adjusted_beta,drift_adjusted_t,drift_adjusted_p,drift_adjusted_r2,same_sign_all_3_days,min_abs_day_t,day_betas_drift_adjusted,day_t_drift_adjusted
1,100,source_day,0.0008031457682230849,0.0894175813548402,0.9287500515381756,4.474076398253146e-08,797890252205.4548,7.592701413587721e-08,0.9999999394190077,-1.3951265386280554e-05,-1.1720225484568303e-16,-1.304865532690409e-14,0.9999999999999896,-2.886579864025407e-15,False,,,
1,100,spread,-0.02803463392614477,-3.0183730854162305,0.0025413582387693017,0.0008625316650382464,-0.032025241242784344,-3.0632085577818597,0.002189773879925519,0.0010258237123736968,-0.028124524062008365,-3.0281511233149936,0.002460550049044299,0.0008680715380844362,True,0.5617543698441698,"-0.0520262,-0.0100386,-0.034963","-2.935,-0.562,-1.983"
1,100,microprice,4.907769528279572e-07,0.03397627155957476,0.9728960723263606,2.8745235525207136e-08,-0.3346206168651097,-16.89832803800096,4.628453738164045e-64,0.02167203798404327,-2.2549782487019564e-07,-0.01561129329291312,0.9875444960364307,6.068511804180332e-09,False,0.05193655876766799,"-2.76181e-05,-3.8674e-06,8.31692e-05","-0.402,-0.052,1.000"
1,100,top_imbalance,5.01337520190043,65.4324294075372,0.0,0.14804991824948943,5.014024604329754,65.42526275418196,0.0,0.1481099348391567,5.01332320182404,65.432462973599,0.0,0.1480468077073701,True,35.772904798259866,"4.411,5.1338,5.4888","35.773,39.104,39.089"
1,100,depth_vwap,-4.910421087341489e-06,-0.5760094900196068,0.5646087671088695,1.8821579422789725e-06,-0.3842922528055489,-57.7740648619476,0.0,0.16033812649858936,-5.624332309359643e-06,-0.659752798579414,0.5094124782589367,2.4692253202118764e-06,True,0.9691609865506071,"-4.40656e-05,-4.57574e-05,-6.21223e-05","-1.072,-0.969,-1.270"
1,100,depth_vwap_trend,4.3582750072798134e-07,0.051134714119340494,0.9592181742979744,1.4825957794784017e-08,0.00430200490705895,0.22585455752644876,0.8213145424223317,1.0031625853335058e-06,-2.781367993975694e-07,-0.03263327934357893,0.973967030877674,6.038243127726162e-09,False,0.07128123973206377,"-3.47668e-06,3.36272e-06,-7.405e-06","-0.085,0.071,-0.152"
1,100,depth_vwap_live_trend,4.2217303570156655e-07,0.04953155795363444,0.9604956884462832,1.3911056417903467e-08,-0.023218424335589617,-1.562391632350058,0.11819575712208713,2.3563989275610098e-05,-2.918116339598366e-07,-0.03423695692425867,0.9726881964413776,6.6463700099106404e-09,False,0.06836685561361866,"-3.55278e-06,3.22583e-06,-7.56337e-06","-0.087,0.068,-0.155"
1,100,day_mid_mean,8.031132053954093e-07,0.08942312687755223,0.9287456445058049,4.4746486294044985e-08,9.340113076012206e-06,5.84658264087644,5.017743405855324e-09,6.487702974844467e-07,-5.503596574784816e-19,-6.128030609037625e-14,0.9999999999999512,-2.886579864025407e-15,False,3.390826278881592e-14,"4.61633e-20,-3.72694e-20","0.000,-0.000"
1,100,day_mid_std,0.07205170977558822,0.26177520421018985,0.793494756795299,4.0592605088374256e-07,0.0003549167236956366,4.425974203977672,9.600799759941635e-06,6.487702981505805e-07,-1.4882990673203977e-11,-5.407430228353216e-11,0.999999999956855,4.218847493575595e-15,False,,,
1,100,rolling_mid_mean,4.993789900586427e-07,0.058550517905360255,0.953310124011171,1.9453464505936324e-08,9.756714230144646e-05,0.24595232975033438,0.8057191344376843,1.127032574821385e-06,-2.150022166313009e-07,-0.025208350218631607,0.9798887765625577,3.6059729646709116e-09,False,0.05667181053807247,"-2.3344e-06,3.86695e-06,-7.37106e-06","-0.057,0.082,-0.151"
1,100,rolling_mid_std,-5.641523146747657e-05,-0.08025623682531491,0.9360334638422433,5.108322631564022e-08,-6.109832837128363e-05,-0.08674761994110551,0.9308721238161984,7.08363739443385e-07,-5.6638914859209875e-05,-0.08058030373188103,0.9357757306038935,5.148913539976263e-08,False,0.07229504720312732,"0.000145962,-7.54273e-05,-0.000240724","0.159,-0.072,-0.151"
1,100,micro_minus_mid,0.5717033236149761,57.235831307150974,0.0,0.09860942916237592,0.5717729681450124,57.239555655401844,0.0,0.09866451371588014,0.5716975024221689,57.23582679054845,0.0,0.09860739485583236,True,30.93065525690504,"0.542811,0.586016,0.580368","30.931,33.783,34.520"
1,100,depth_minus_mid,0.11071204517286715,17.340940242106893,2.309283181046605e-67,0.009186747373551518,0.11072836726689289,17.338733050585763,2.3996813622576317e-67,0.009188137402826202,0.11071216896912624,17.340841254627627,2.313263659864208e-67,0.009186771805556604,True,9.191538975961327,"0.100347,0.110547,0.118301","9.192,9.731,11.088"
1,100,depth_trend_minus_mid,0.9127558339903844,76.39370730020114,0.0,0.4556737367065996,0.9161555763575832,79.60706308698923,0.0,0.4573585649893659,0.9127547873871737,76.39750653462065,0.0,0.4556728845210467,True,39.25967912723738,"0.902037,0.900979,0.93142","40.994,39.260,53.953"
1,100,all_depth_imbalance,3.088731823790884,53.11266215652765,0.0,0.14156536717982016,3.08889993372901,53.116450352555866,0.0,0.1415743580473734,3.0887202522946335,53.111457123354604,0.0,0.14156436637067227,True,30.5524037245913,"2.82775,3.15169,3.29374","30.552,31.197,30.588"
1,100,lvl2_imbalance,0.027143864574932085,0.9595490467997659,0.3372822237020737,4.518542955256333e-05,0.026965888290711112,0.9531424262505662,0.3405179125261544,9.051847527563606e-05,0.027144831098769584,0.9595798643637856,0.3372667070858686,4.5188958214481545e-05,False,0.3004974340829952,"0.0675808,0.0296129,-0.015189","1.442,0.599,-0.300"
1,100,bid_pressure,1.7275076247043568,47.464778724332845,0.0,0.1256513386472613,1.7276757497583084,47.44694002067575,0.0,0.12570063637876128,1.7274916380169938,47.46400983612772,0.0,0.1256489796742336,True,21.948107181226977,"1.50026,1.79809,1.88983","21.948,33.908,33.335"
1,100,log_top_pressure,2.5224987553558598,64.85152917587554,0.0,0.14498272263265644,2.522826308525348,64.8436245438786,0.0,0.1450418486760312,2.522471817740349,64.85165605924442,0.0,0.14497958760927643,True,35.45835415628083,"2.21711,2.58407,2.76271","35.458,38.806,38.724"
1,100,inv_liquidity_pressure,34.27652779131096,72.07845545428897,0.0,0.16728474501434143,34.28069117160777,72.05119484440561,0.0,0.16734198805785516,34.2761684032994,72.07816234707647,0.0,0.16728119264434316,True,38.87018794824232,"30.5977,34.7101,37.4119","38.870,43.275,43.619"
1,100,pressure_combo,3.2365412445218382,68.03014431683168,0.0,0.15630480717324113,3.236950949169198,68.01449172592922,0.0,0.15636362596420816,3.2365067564880325,68.03009427687148,0.0,0.1563014345522109,True,36.63328510447275,"2.85298,3.30916,3.54173","36.633,41.213,40.997"
1,100,extreme_imbalance,11.549825947050486,62.19733477008085,0.0,0.13157851225490402,11.551339534618213,62.17941562977711,0.0,0.13163333300219027,11.5497034100228,62.19741484803848,0.0,0.13157568536957776,True,33.58542154664011,"10.1426,11.8395,12.6372","33.585,38.109,37.072"
1,100,ask_weakness,30.35539883129657,40.9517658940707,0.0,0.06299498971256756,30.359727302110816,40.9481590116696,0.0,0.06306062900186771,30.355585250397244,40.95190603652702,0.0,0.0629957079588872,True,21.279054116662643,"27.2152,29.792,34.1205","21.279,24.210,26.643"
1,100,bid_weakness,-27.75580628197578,-40.5103021689874,0.0,0.0538756881923782,-27.75500410556075,-40.503983966741146,0.0,0.053927635453975276,-27.755365507430568,-40.50969483264596,0.0,0.053874037047249024,True,22.22555377765424,"-24.0142,-30.2239,-28.8773","-22.226,-25.276,-23.089"
1,100,bid_strength,0.13818326758614946,34.7299010812851,2.787737289633283e-264,0.042830796550797134,0.13817799100245243,34.736735201843246,2.1982512127775276e-264,0.04288119678586888,0.13818125206804546,34.72930754302638,2.845846806041327e-264,0.042829594798846515,True,19.201287169427637,"0.120974,0.149237,0.143949","19.201,20.972,20.100"
1,100,ask_strength,-0.1498193784702797,-37.01913310731147,5.6376384779314394e-300,0.049139557724524496,-0.1498311912909752,-37.0275034959481,4.1343906344063357e-300,0.0491978332753189,-0.14982030667550045,-37.019300344107165,5.6028185412348796e-300,0.04914012333057183,True,20.50776078723492,"-0.13236,-0.14812,-0.168821","-20.508,-21.161,-22.491"
1,100,bid_ladder_gap,-0.6298093889290781,-44.61607161922413,0.0,0.06638165220734993,-0.6567780701867851,-45.25012654338767,0.0,0.06916847964926987,-0.6299093018377854,-44.62762576340895,0.0,0.06640307734234074,True,23.48429056886173,"-0.567395,-0.720107,-0.656214","-23.484,-32.475,-23.959"
1,100,ask_ladder_gap,0.6061542628182774,42.37982558727662,0.0,0.07800723880674809,0.6227683068536373,42.821598032315634,0.0,0.07992131784190915,0.6060705916987248,42.377233379007976,0.0,0.07798654933972238,True,19.973071393200335,"0.603132,0.580533,0.670933","26.803,19.973,29.286"
1,100,book_gap_asym,0.20176899897602812,25.03656778608601,2.4452851524795017e-138,0.026124905767182183,0.2017806802099691,25.03468401059159,2.5635634084772096e-138,0.026126424362287737,0.20176769938618203,25.03682105044533,2.4298043916051203e-138,0.026124580282053445,True,13.219396000338437,"0.187165,0.204515,0.210144","13.219,14.548,15.579"
1,100,bid_wall_ratio,0.06732318354896095,30.85083154535784,5.459613143432626e-209,0.03258740086642353,0.0673330660948457,30.859502381467035,4.1768501443523507e-209,0.032649532470498066,0.06732167174016157,30.850044750704107,5.593897908298143e-209,0.03258597359793214,True,16.722040614363557,"0.058314,0.0729022,0.0706204","16.722,19.154,17.656"
1,100,ask_wall_ratio,-0.07108551103154662,-32.077543725243046,9.069419246196023e-226,0.03527345957455519,-0.07108591141140667,-32.08365884925117,7.452437260173724e-226,0.03532365031182494,-0.07108637782744517,-32.07780416240051,8.993894069932038e-226,0.03527428873796867,True,17.28666663024958,"-0.0620592,-0.0694772,-0.0816243","-17.287,-18.017,-20.201"
1,100,wall_ratio_asym,0.4191210628578575,46.57539746077278,0.0,0.0684046405538572,0.41931772863449557,46.57790640978329,0.0,0.0684938789241546,0.4191154742975692,46.57471762703662,0.0,0.06840279817882389,True,25.49308370303303,"0.369808,0.422386,0.464012","25.493,27.003,28.303"
1,100,ret_1,-0.5005326751938045,-101.87256793341385,0.0,0.2504116384419858,-0.5005327590775168,-101.87275612155702,0.0,0.25041186949769767,-0.5005328227591781,-101.87267287722345,0.0,0.250411642769518,True,54.634238341166686,"-0.495719,-0.49369,-0.510025","-54.634,-60.848,-61.378"
1,100,ret_2,-0.49453665955620135,-91.19404499804227,0.0,0.24434479151384136,-0.49453620686803035,-91.19468170466679,0.0,0.24434505344659452,-0.4945360536185685,-91.19379002052092,0.0,0.24434438056385588,True,51.05130782701796,"-0.494278,-0.491982,-0.497044","-51.051,-54.862,-52.817"
1,100,ret_3,-0.4982752263011498,-86.2249123114873,0.0,0.2511571946882931,-0.4982748795056624,-86.22596069419087,0.0,0.25115843466405396,-0.49827479692056625,-86.22397507626661,0.0,0.2511569964629594,True,48.56069121076876,"-0.496205,-0.497346,-0.500597","-48.561,-50.626,-50.874"
1,100,ret_5,-0.4950917274199559,-74.04588468222242,0.0,0.24663302201241832,-0.4950921499281757,-74.0468245816454,0.0,0.2466335074234638,-0.49509173830208486,-74.04488552129486,0.0,0.24663298324903182,True,42.10468146994954,"-0.500515,-0.487313,-0.498167","-42.105,-43.233,-43.559"
1,100,ret_10,-0.49648956894636276,-71.46513355257505,0.0,0.24584964478585192,-0.49648990760026046,-71.46605724236503,0.0,0.24584988600743096,-0.49648967158585766,-71.46483171417948,0.0,0.24584971255371035,True,40.93622997959462,"-0.4984,-0.494345,-0.497016","-40.936,-42.156,-41.506"
1,100,ret_20,-0.4942962287864945,-70.73647779012138,0.0,0.24626053541320714,-0.49429660932699393,-70.73709512882114,0.0,0.24626143168783854,-0.4942961267057015,-70.7352277005477,0.0,0.2462605780451954,True,40.657308193149326,"-0.490432,-0.495207,-0.496274","-40.657,-41.022,-41.666"
1,100,ret_50,-0.49861424656874026,-69.24312878754506,0.0,0.24987144393154492,-0.4986136098932189,-69.24314120919752,0.0,0.24987193900266602,-0.4986141087757821,-69.24201681674555,0.0,0.2498713259562283,True,39.03310096795316,"-0.497026,-0.498271,-0.500089","-39.033,-40.231,-41.072"
1,100,ret_100,-0.4934291243289246,-69.32948664892828,0.0,0.24486748771672517,-0.49342986452450904,-69.33076631852676,0.0,0.24486919205999624,-0.49342846880841246,-69.32868726965361,0.0,0.2448670456457972,True,39.88995534037564,"-0.493362,-0.493936,-0.493025","-39.890,-40.190,-40.665"
1,100,ret_200,-0.501073389265949,-71.55439355867523,0.0,0.25495206541456017,-0.5010781944125355,-71.55859641348815,0.0,0.25495459545255694,-0.5010727873612965,-71.55348570071827,0.0,0.2549516043966651,True,41.27926956105615,"-0.506412,-0.496345,-0.501392","-41.279,-41.401,-42.020"
1,100,ret_500,-0.49795088841254004,-67.68198190658286,0.0,0.24986786620318502,-0.49798912598237166,-67.70212826049544,0.0,0.2498911724272348,-0.4979498234222589,-67.68110787197595,0.0,0.24986704730232157,True,38.82138019154501,"-0.503309,-0.492742,-0.498625","-38.821,-39.371,-39.699"
1,100,vol_10,-0.019706622203291925,-2.0920222919021123,0.03643652163018592,4.482036587771798e-05,-0.020028908406149952,-2.1071292402869735,0.0351063783669452,4.637690723230392e-05,-0.0197479671147634,-2.096397120536957,0.03604697762820008,4.500865407741639e-05,True,1.050201435825899,"-0.0170593,-0.0197341,-0.0226231","-1.050,-1.194,-1.389"
1,100,vol_20,-0.01220657542003091,-1.041054429533232,0.2978502876136927,9.075385750900722e-06,-0.01256464701777561,-1.055507378911853,0.2911933365337369,9.933057352973229e-06,-0.012286969013320102,-1.0479056828932376,0.2946820637385982,9.195325819333355e-06,True,0.32684359518104406,"-0.0144337,-0.00660925,-0.0166855","-0.681,-0.327,-0.824"
1,100,vol_50,-0.01767600660737051,-1.0840698884332027,0.2783338126097563,8.343065239224678e-06,-0.0189024051648523,-1.1176914152941482,0.2636988104872289,9.509013820796497e-06,-0.017859037889692925,-1.0953318160889145,0.273371293646707,8.516744705255874e-06,True,0.5759223164831853,"-0.017776,-0.0170638,-0.021325","-0.586,-0.576,-0.770"
1,100,vol_100,-0.013390439845291752,-0.6387086849147583,0.5230124617636935,2.6006918114607203e-06,-0.015414816557526363,-0.6855317728778483,0.4930084181229407,3.3479399869085213e-06,-0.013736510356797592,-0.6552151411555583,0.5123292471747314,2.7368572685926296e-06,False,0.12434496558126905,"-0.0175274,0.00531221,-0.0282471","-0.453,0.124,-0.806"
1,100,vol_200,-0.00791917932973188,-0.2970644977746698,0.7664172682011027,5.226048465090116e-07,-0.010099201224674075,-0.33401950410260123,0.738364840948158,1.3497643057691633e-06,-0.008539618089433917,-0.3203433648572583,0.7487080533329266,6.07701310606501e-07,True,0.07440556411945311,"-0.0117971,-0.00411544,-0.0149877","-0.223,-0.074,-0.318"
1,100,vol_500,-0.01194135952047358,-0.3351489444031025,0.7375127333751114,6.733130065716963e-07,-0.02027152917126568,-0.44435798497539514,0.6567837847893436,1.800617534075677e-06,-0.012949512638438238,-0.363446599458254,0.716271296833929,7.918017977948111e-07,True,0.22142201609849385,"-0.0178524,-0.0232709,-0.0210718","-0.221,-0.295,-0.298"
1,100,vol_ratio_20_100,-0.029551965869333563,-1.2133194932699325,0.22500769289180145,1.1328087811901533e-05,-0.029545632488081147,-1.2132500576850986,0.2250342309048583,1.1668088781169317e-05,-0.029560151802198138,-1.2136475507251108,0.2248823408288919,1.1334367311710558e-05,True,0.5704962605547899,"-0.0248082,-0.0237412,-0.0407858","-0.631,-0.570,-0.893"
1,100,vol_ratio_50_200,-0.043708453546862855,-1.1572584403292017,0.24716678768526767,9.4208812931873e-06,-0.043690092146721225,-1.1569487148014541,0.24729331406413513,1.0102896102703873e-05,-0.04370202446063768,-1.15710885518255,0.24722788924686312,9.41811430621442e-06,True,0.6105163657850505,"-0.0382229,-0.0425371,-0.0500499","-0.611,-0.652,-0.737"
