timestamp;buyer;seller;symbol;currency;price;quantity
0;;;JAMS;SEASHELLS;6522;10
200;;;DJEMBES;SEASHELLS;13296;1
200;;;JAMS;SEASHELLS;6522;5
200;;;VOLCANIC_ROCK;SEASHELLS;10168;6
300;;;CROISSANTS;SEASHELLS;4242;6
500;;;CROISSANTS;SEASHELLS;4241;10
500;;;CROISSANTS;SEASHELLS;4241;5
500;;;RAINFOREST_RESIN;SEASHELLS;10003;6
500;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;185;19
500;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;37;19
500;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3;19
500;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;670;19
500;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;421;19
600;;;CROISSANTS;SEASHELLS;4241;8
600;;;MAGNIFICENT_MACARONS;SEASHELLS;674;7
700;;;CROISSANTS;SEASHELLS;4241;5
800;;;VOLCANIC_ROCK;SEASHELLS;10171;1
900;;;DJEMBES;SEASHELLS;13297;11
900;;;MAGNIFICENT_MACARONS;SEASHELLS;672;5
1000;;;JAMS;SEASHELLS;6521;9
1100;;;KELP;SEASHELLS;2040;1
1100;;;SQUID_INK;SEASHELLS;1821;1
1100;;;SQUID_INK;SEASHELLS;1822;3
1200;;;KELP;SEASHELLS;2040;1
1200;;;SQUID_INK;SEASHELLS;1820;1
1300;;;KELP;SEASHELLS;2041;1
1300;;;RAINFOREST_RESIN;SEASHELLS;9999;1
1300;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;187;14
1300;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;187;2
1300;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;37;14
1300;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;37;2
1300;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3;14
1300;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3;2
1300;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;670;14
1300;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;670;2
1300;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;422;14
1300;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;422;2
1400;;;KELP;SEASHELLS;2042;1
1400;;;SQUID_INK;SEASHELLS;1822;1
1500;;;KELP;SEASHELLS;2040;4
1500;;;PICNIC_BASKET1;SEASHELLS;58415;5
1500;;;PICNIC_BASKET2;SEASHELLS;30065;5
1500;;;RAINFOREST_RESIN;SEASHELLS;9998;4
1500;;;SQUID_INK;SEASHELLS;1820;4
1600;;;VOLCANIC_ROCK;SEASHELLS;10172;6
1700;;;KELP;SEASHELLS;2040;2
1700;;;PICNIC_BASKET1;SEASHELLS;58413;6
1700;;;PICNIC_BASKET2;SEASHELLS;30067;6
1700;;;RAINFOREST_RESIN;SEASHELLS;9992;2
1700;;;RAINFOREST_RESIN;SEASHELLS;9997;6
1700;;;SQUID_INK;SEASHELLS;1820;2
1900;;;CROISSANTS;SEASHELLS;4241;7
1900;;;DJEMBES;SEASHELLS;13298;2
2000;;;DJEMBES;SEASHELLS;13298;6
2000;;;MAGNIFICENT_MACARONS;SEASHELLS;664;4
2300;;;KELP;SEASHELLS;2043;15
2300;;;SQUID_INK;SEASHELLS;1825;15
2400;;;KELP;SEASHELLS;2043;8
2400;;;SQUID_INK;SEASHELLS;1825;8
2500;;;RAINFOREST_RESIN;SEASHELLS;9999;1
2500;;;VOLCANIC_ROCK;SEASHELLS;10172;7
2600;;;VOLCANIC_ROCK;SEASHELLS;10167;9
2700;;;KELP;SEASHELLS;2043;10
2700;;;SQUID_INK;SEASHELLS;1825;10
3200;;;KELP;SEASHELLS;2042;1
3300;;;CROISSANTS;SEASHELLS;4240;5
3400;;;RAINFOREST_RESIN;SEASHELLS;10001;1
3500;;;RAINFOREST_RESIN;SEASHELLS;9992;8
3600;;;CROISSANTS;SEASHELLS;4238;7
3600;;;KELP;SEASHELLS;2042;1
3600;;;KELP;SEASHELLS;2042;4
3600;;;RAINFOREST_RESIN;SEASHELLS;10008;4
3600;;;SQUID_INK;SEASHELLS;1828;1
3800;;;CROISSANTS;SEASHELLS;4238;5
3800;;;KELP;SEASHELLS;2043;2
3800;;;SQUID_INK;SEASHELLS;1832;2
4200;;;PICNIC_BASKET1;SEASHELLS;58370;2
4200;;;PICNIC_BASKET2;SEASHELLS;30041;2
4300;;;SQUID_INK;SEASHELLS;1833;5
4500;;;JAMS;SEASHELLS;6515;9
4500;;;KELP;SEASHELLS;2039;1
4500;;;KELP;SEASHELLS;2042;1
4500;;;SQUID_INK;SEASHELLS;1834;1
4500;;;SQUID_INK;SEASHELLS;1837;1
4800;;;CROISSANTS;SEASHELLS;4238;8
5300;;;JAMS;SEASHELLS;6517;6
5300;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;176;12
5300;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;34;12
5300;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;659;12
5300;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;410;12
5400;;;DJEMBES;SEASHELLS;13298;4
5600;;;KELP;SEASHELLS;2041;2
5600;;;SQUID_INK;SEASHELLS;1839;2
5700;;;DJEMBES;SEASHELLS;13299;5
5700;;;KELP;SEASHELLS;2039;1
5700;;;RAINFOREST_RESIN;SEASHELLS;10008;1
5700;;;SQUID_INK;SEASHELLS;1838;1
5900;;;KELP;SEASHELLS;2039;1
5900;;;SQUID_INK;SEASHELLS;1838;1
5900;;;VOLCANIC_ROCK;SEASHELLS;10156;1
6100;;;CROISSANTS;SEASHELLS;4239;5
6100;;;RAINFOREST_RESIN;SEASHELLS;9999;1
6200;;;CROISSANTS;SEASHELLS;4240;5
6200;;;VOLCANIC_ROCK;SEASHELLS;10157;8
6300;;;PICNIC_BASKET1;SEASHELLS;58361;3
6300;;;PICNIC_BASKET2;SEASHELLS;30055;3
6300;;;RAINFOREST_RESIN;SEASHELLS;10001;1
6400;;;JAMS;SEASHELLS;6514;4
6400;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;174;15
6400;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;33;15
6400;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3;15
6400;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;655;15
6400;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;406;15
6500;;;VOLCANIC_ROCK;SEASHELLS;10156;10
6800;;;KELP;SEASHELLS;2040;1
6800;;;SQUID_INK;SEASHELLS;1838;1
6900;;;KELP;SEASHELLS;2038;1
6900;;;SQUID_INK;SEASHELLS;1836;1
7000;;;JAMS;SEASHELLS;6513;3
7000;;;VOLCANIC_ROCK;SEASHELLS;10159;9
7100;;;CROISSANTS;SEASHELLS;4239;10
7100;;;JAMS;SEASHELLS;6513;6
7600;;;KELP;SEASHELLS;2040;1
7600;;;SQUID_INK;SEASHELLS;1844;1
7900;;;KELP;SEASHELLS;2040;1
7900;;;SQUID_INK;SEASHELLS;1843;1
8100;;;KELP;SEASHELLS;2041;1
8100;;;RAINFOREST_RESIN;SEASHELLS;9999;1
8100;;;SQUID_INK;SEASHELLS;1841;1
8300;;;DJEMBES;SEASHELLS;13294;4
8300;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;179;13
8300;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;179;2
8300;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;34;13
8300;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;34;2
8300;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3;13
8300;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3;2
8300;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;661;13
8300;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;661;2
8300;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;412;13
8300;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;412;2
8400;;;RAINFOREST_RESIN;SEASHELLS;9992;4
8400;;;VOLCANIC_ROCK;SEASHELLS;10163;8
8500;;;RAINFOREST_RESIN;SEASHELLS;10008;1
8600;;;DJEMBES;SEASHELLS;13296;1
8700;;;SQUID_INK;SEASHELLS;1843;1
9000;;;RAINFOREST_RESIN;SEASHELLS;9997;5
9100;;;RAINFOREST_RESIN;SEASHELLS;9992;4
9100;;;RAINFOREST_RESIN;SEASHELLS;9992;2
9400;;;JAMS;SEASHELLS;6513;9
9400;;;VOLCANIC_ROCK;SEASHELLS;10163;9
9500;;;RAINFOREST_RESIN;SEASHELLS;9999;1
9700;;;CROISSANTS;SEASHELLS;4239;5
9700;;;MAGNIFICENT_MACARONS;SEASHELLS;644;6
9700;;;RAINFOREST_RESIN;SEASHELLS;10001;1
9800;;;CROISSANTS;SEASHELLS;4240;6
9900;;;CROISSANTS;SEASHELLS;4240;7
9900;;;DJEMBES;SEASHELLS;13296;4
9900;;;KELP;SEASHELLS;2038;3
9900;;;KELP;SEASHELLS;2041;7
9900;;;SQUID_INK;SEASHELLS;1841;3
