timestamp;buyer;seller;symbol;currency;price;quantity
0;;;CROISSANTS;SEASHELLS;4265;8
0;;;JAMS;SEASHELLS;6519;6
100;;;KELP;SEASHELLS;2046;7
100;;;SQUID_INK;SEASHELLS;1802;7
200;;;DJEMBES;SEASHELLS;13420;2
300;;;JAMS;SEASHELLS;6520;10
400;;;CROISSANTS;SEASHELLS;4267;5
800;;;CROISSANTS;SEASHELLS;4266;5
800;;;KELP;SEASHELLS;2044;1
800;;;KELP;SEASHELLS;2044;1
800;;;SQUID_INK;SEASHELLS;1805;1
800;;;SQUID_INK;SEASHELLS;1805;1
900;;;JAMS;SEASHELLS;6521;9
1000;;;PICNIC_BASKET1;SEASHELLS;58719;7
1000;;;RAINFOREST_RESIN;SEASHELLS;9998;3
1100;;;JAMS;SEASHELLS;6523;5
1200;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;230;15
1200;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;62;15
1200;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;8;15
1200;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;716;15
1200;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;467;15
1300;;;KELP;SEASHELLS;2043;1
1300;;;KELP;SEASHELLS;2043;2
1300;;;RAINFOREST_RESIN;SEASHELLS;10001;1
1300;;;SQUID_INK;SEASHELLS;1804;1
1300;;;SQUID_INK;SEASHELLS;1803;2
1400;;;KELP;SEASHELLS;2044;2
1400;;;RAINFOREST_RESIN;SEASHELLS;10002;4
1400;;;SQUID_INK;SEASHELLS;1805;2
1500;;;KELP;SEASHELLS;2044;1
1500;;;SQUID_INK;SEASHELLS;1804;1
1700;;;RAINFOREST_RESIN;SEASHELLS;10002;4
1700;;;VOLCANIC_ROCK;SEASHELLS;10216;2
1800;;;KELP;SEASHELLS;2045;3
1800;;;KELP;SEASHELLS;2045;2
1800;;;SQUID_INK;SEASHELLS;1804;3
1800;;;SQUID_INK;SEASHELLS;1804;2
1900;;;VOLCANIC_ROCK;SEASHELLS;10224;9
2000;;;JAMS;SEASHELLS;6522;4
2100;;;PICNIC_BASKET1;SEASHELLS;58720;9
2100;;;PICNIC_BASKET2;SEASHELLS;30110;9
2100;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;240;13
2100;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;66;13
2100;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;725;13
2100;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;476;13
2300;;;CROISSANTS;SEASHELLS;4267;10
2300;;;RAINFOREST_RESIN;SEASHELLS;10003;7
2400;;;RAINFOREST_RESIN;SEASHELLS;10008;1
2500;;;DJEMBES;SEASHELLS;13418;5
2500;;;JAMS;SEASHELLS;6520;9
2500;;;RAINFOREST_RESIN;SEASHELLS;9992;2
2600;;;KELP;SEASHELLS;2043;6
2600;;;KELP;SEASHELLS;2043;1
2600;;;KELP;SEASHELLS;2044;1
2600;;;SQUID_INK;SEASHELLS;1803;6
2600;;;SQUID_INK;SEASHELLS;1803;1
2600;;;SQUID_INK;SEASHELLS;1804;1
2600;;;VOLCANIC_ROCK;SEASHELLS;10220;5
2700;;;JAMS;SEASHELLS;6520;5
2700;;;JAMS;SEASHELLS;6522;9
2900;;;CROISSANTS;SEASHELLS;4267;9
3000;;;KELP;SEASHELLS;2044;1
3300;;;DJEMBES;SEASHELLS;13419;4
3700;;;KELP;SEASHELLS;2043;1
3700;;;SQUID_INK;SEASHELLS;1806;1
3800;;;KELP;SEASHELLS;2047;2
3800;;;SQUID_INK;SEASHELLS;1809;2
3900;;;KELP;SEASHELLS;2045;1
3900;;;SQUID_INK;SEASHELLS;1807;1
4100;;;KELP;SEASHELLS;2045;3
4100;;;SQUID_INK;SEASHELLS;1807;3
4100;;;SQUID_INK;SEASHELLS;1807;1
4100;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;232;10
4100;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;232;2
4100;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;8;10
4100;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;8;2
4100;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;717;10
4100;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;717;2
4100;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;468;10
4100;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;468;2
4300;;;KELP;SEASHELLS;2044;4
4300;;;KELP;SEASHELLS;2044;1
4300;;;SQUID_INK;SEASHELLS;1801;4
4300;;;SQUID_INK;SEASHELLS;1801;1
4500;;;KELP;SEASHELLS;2044;1
4500;;;SQUID_INK;SEASHELLS;1801;1
4600;;;CROISSANTS;SEASHELLS;4268;8
4600;;;RAINFOREST_RESIN;SEASHELLS;10008;8
4900;;;CROISSANTS;SEASHELLS;4267;5
5000;;;RAINFOREST_RESIN;SEASHELLS;10002;4
5100;;;KELP;SEASHELLS;2044;8
5100;;;RAINFOREST_RESIN;SEASHELLS;10000;2
5200;;;RAINFOREST_RESIN;SEASHELLS;9998;3
5300;;;KELP;SEASHELLS;2044;7
5300;;;RAINFOREST_RESIN;SEASHELLS;9992;7
5300;;;SQUID_INK;SEASHELLS;1804;7
5700;;;JAMS;SEASHELLS;6522;7
5700;;;KELP;SEASHELLS;2044;2
5700;;;SQUID_INK;SEASHELLS;1805;2
5800;;;RAINFOREST_RESIN;SEASHELLS;9992;6
5900;;;VOLCANIC_ROCK;SEASHELLS;10222;5
6000;;;RAINFOREST_RESIN;SEASHELLS;9992;4
6100;;;CROISSANTS;SEASHELLS;4266;7
6300;;;KELP;SEASHELLS;2044;10
6300;;;KELP;SEASHELLS;2044;1
6300;;;RAINFOREST_RESIN;SEASHELLS;10008;4
6300;;;SQUID_INK;SEASHELLS;1806;10
6300;;;SQUID_INK;SEASHELLS;1806;1
6400;;;KELP;SEASHELLS;2044;1
6400;;;SQUID_INK;SEASHELLS;1806;1
6600;;;CROISSANTS;SEASHELLS;4265;8
6700;;;DJEMBES;SEASHELLS;13416;4
6700;;;RAINFOREST_RESIN;SEASHELLS;9998;3
6900;;;CROISSANTS;SEASHELLS;4265;7
6900;;;RAINFOREST_RESIN;SEASHELLS;10008;1
7200;;;CROISSANTS;SEASHELLS;4267;4
7300;;;RAINFOREST_RESIN;SEASHELLS;10002;4
7500;;;KELP;SEASHELLS;2045;5
