timestamp;buyer;seller;symbol;currency;price;quantity
100;Paris;Caesar;KELP;SEASHELLS;2038;1
100;Charlie;Caesar;KELP;SEASHELLS;2037;5
100;Paris;Caesar;SQUID_INK;SEASHELLS;1926;1
200;Paris;Charlie;KELP;SEASHELLS;2040;2
200;Pablo;Caesar;PICNIC_BASKET1;SEASHELLS;58334;2
200;Pablo;Camilla;PICNIC_BASKET1;SEASHELLS;58334;1
200;Pablo;Camilla;PICNIC_BASKET2;SEASHELLS;30133;3
200;Charlie;Penelope;RAINFOREST_RESIN;SEASHELLS;9992;7
200;Paris;Charlie;SQUID_INK;SEASHELLS;1930;2
300;Paris;Caesar;CROISSANTS;SEASHELLS;4297;8
400;Charlie;Paris;RAINFOREST_RESIN;SEASHELLS;9992;2
500;Pablo;Charlie;KELP;SEASHELLS;2038;5
600;Paris;Charlie;KELP;SEASHELLS;2039;2
600;Camilla;Caesar;PICNIC_BASKET2;SEASHELLS;30125;1
600;Pablo;Charlie;RAINFOREST_RESIN;SEASHELLS;10008;5
600;Paris;Charlie;SQUID_INK;SEASHELLS;1929;2
800;Caesar;Camilla;JAMS;SEASHELLS;6446;4
800;Paris;Paris;RAINFOREST_RESIN;SEASHELLS;9999;1
900;Caesar;Camilla;DJEMBES;SEASHELLS;13373;4
900;Pablo;Caesar;VOLCANIC_ROCK;SEASHELLS;9919;1
900;Caesar;Caesar;VOLCANIC_ROCK;SEASHELLS;9919;7
1000;Paris;Caesar;JAMS;SEASHELLS;6448;7
1000;Charlie;Paris;KELP;SEASHELLS;2036;1
1000;Charlie;Paris;SQUID_INK;SEASHELLS;1936;1
1100;Charlie;Paris;KELP;SEASHELLS;2036;1
1100;Charlie;Paris;SQUID_INK;SEASHELLS;1938;1
1200;Peter;Caesar;VOLCANIC_ROCK;SEASHELLS;9918;8
1300;Paris;Caesar;DJEMBES;SEASHELLS;13377;1
1300;Pablo;Charlie;RAINFOREST_RESIN;SEASHELLS;10002;5
1500;Paris;Caesar;CROISSANTS;SEASHELLS;4296;6
1500;Caesar;Paris;RAINFOREST_RESIN;SEASHELLS;9999;1
1600;Charlie;Gina;KELP;SEASHELLS;2036;8
1600;Charlie;Gina;SQUID_INK;SEASHELLS;1943;8
1700;Pablo;Caesar;VOLCANIC_ROCK;SEASHELLS;9923;1
1900;Charlie;Paris;KELP;SEASHELLS;2036;1
1900;Charlie;Paris;SQUID_INK;SEASHELLS;1941;1
2000;Caesar;Paris;JAMS;SEASHELLS;6448;4
2000;Charlie;Penelope;RAINFOREST_RESIN;SEASHELLS;9992;5
2100;Charlie;Caesar;KELP;SEASHELLS;2037;5
2100;Penelope;Caesar;PICNIC_BASKET1;SEASHELLS;58352;2
2100;Penelope;Camilla;PICNIC_BASKET2;SEASHELLS;30136;10
2300;Charlie;Paris;RAINFOREST_RESIN;SEASHELLS;9992;2
2400;Charlie;Paris;KELP;SEASHELLS;2036;1
2400;Charlie;Paris;SQUID_INK;SEASHELLS;1940;1
